course_id,name,department,units
05-434,Machine Learning in Practice,SCS: Human-Computer Interaction,12
05-432,Personalized Online Learning,SCS: Human-Computer Interaction,12
05-438,The Role of Technology in Learning in the 21st Century,SCS: Human-Computer Interaction,12
05-452,Service Design,SCS: Human-Computer Interaction,12
05-470,Digital Service Innovation,SCS: Human-Computer Interaction,12
05-499,Data Visualization,SCS: Human-Computer Interaction,12
05-600,HCI Pro Seminar,SCS: Human-Computer Interaction,6
05-610,User-Centered Research and Evaluation,SCS: Human-Computer Interaction,12
05-618,Human AI Interaction,SCS: Human-Computer Interaction,12
05-651,Interaction Design Studio 1,SCS: Human-Computer Interaction,12
05-630,Pui Lecture,SCS: Human-Computer Interaction,15
05-652,Service Design,SCS: Human-Computer Interaction,12
05-670,Digital Service Innovation,SCS: Human-Computer Interaction,12
05-771,Process and Theory in HCI,SCS: Human-Computer Interaction,9
05-691,Learning Media Design,SCS: Human-Computer Interaction,12
05-692,Interaction Design Overview,SCS: Human-Computer Interaction,9
05-813,Human Factors,SCS: Human-Computer Interaction,9
05-814,Perception,SCS: Human-Computer Interaction,9
05-816,Applied Research Methods,SCS: Human-Computer Interaction,12
05-823,E-Learning Design Principles and Methods,SCS: Human-Computer Interaction,12
05-832,Personalized Online Learning,SCS: Human-Computer Interaction,12
05-833,"Gadgets, Sensors and Activity Recognition in HCI",SCS: Human-Computer Interaction,12
05-838,The Role of Technology in Learning in the 21st Century,SCS: Human-Computer Interaction,12
05-834,Applied Machine Learning,SCS: Human-Computer Interaction,12
05-839,Interactive Data Science,SCS: Human-Computer Interaction,12
05-863,Introduction to Human Computer Interaction for Technology Executives,SCS: Human-Computer Interaction,6
05-897,The Art and Science of Photography,SCS: Human-Computer Interaction,9
05-891,Designing Human Centered Software,SCS: Human-Computer Interaction,12
05-899,Data Visualization,SCS: Human-Computer Interaction,12
05-982,Independent Teaching Experience,SCS: Human-Computer Interaction,9
17-214,"Principles of Software Construction: Objects, Design, and Concurrency",SCS: Institute for Software Research,12
17-313,Foundations of Software Engineering,SCS: Institute for Software Research,12
17-331,"Information Security, Privacy, and Policy",SCS: Institute for Software Research,12
17-333,"Privacy Policy, Law, and Technology",SCS: Institute for Software Research,9
17-415,Software Engineering Reflection,SCS: Institute for Software Research,6
17-428,Machine Learning and Sensing,SCS: Institute for Software Research,12
17-437,Web Application Development,SCS: Institute for Software Research,12
17-445,Software Engineering for AI-Enabled Systems,SCS: Institute for Software Research,12
17-514,"Principles of Software Construction: Objects, Design, and Concurrency",SCS: Institute for Software Research,12
17-562,Law of Computer Technology,SCS: Institute for Software Research,9
17-601,Data-driven Software Engineering,SCS: Institute for Software Research,6
17-606,Privacy by Design Project Workshop,SCS: Institute for Software Research,6
17-609,Internship for Privacy Engineering,SCS: Institute for Software Research,3
17-611,DevOps: Engineering for Deployment and Operations,SCS: Institute for Software Research,12
17-630,Data Structures and Algorithms for Engineers,SCS: Institute for Software Research,12
17-631,"Information, Security, Privacy & Policy",SCS: Institute for Software Research,12
17-649,Artificial Intelligence for Software Engineering,SCS: Institute for Software Research,12
17-645,Software Engineering for AI-Enabled Systems,SCS: Institute for Software Research,12
17-637,Web Application Development,SCS: Institute for Software Research,12
17-651,Models of Software Systems,SCS: Institute for Software Research,12
17-656,Communication for Software Engineers I,SCS: Institute for Software Research,3
17-653,Managing Software Development,SCS: Institute for Software Research,12
17-652,Methods: Deciding What to Design,SCS: Institute for Software Research,12
17-658,MITS Seminar I,SCS: Institute for Software Research,3
17-662,Law of Computer Technology,SCS: Institute for Software Research,6
17-667,Internship for Software Engineers,SCS: Institute for Software Research,3
17-675,Software Engineering Practicum,SCS: Institute for Software Research,36
17-682,JEE Web Application Development,SCS: Institute for Software Research,6
17-681,Java for Application Programmers,SCS: Institute for Software Research,6
17-683,Data Structures for Application Programmers,SCS: Institute for Software Research,6
17-702,Current Topics in Privacy Seminar,SCS: Institute for Software Research,3
17-705,ISR Ph.D Alternative Elective,SCS: Institute for Software Research,12
17-706,ISR Ph.D Elective,SCS: Institute for Software Research,12
17-728,Machine Learning and Sensing,SCS: Institute for Software Research,12
17-733,"Privacy Policy, Law, and Technology",SCS: Institute for Software Research,12
17-731,Foundations of Privacy,SCS: Institute for Software Research,12
17-749,Artificial Intelligence for Software Engineering,SCS: Institute for Software Research,12
17-751,Models of Software Systems,SCS: Institute for Software Research,12
17-752,Methods What to Design,SCS: Institute for Software Research,12
17-762,Law of Computer Technology,SCS: Institute for Software Research,12
17-791,Software Engineering Seminar,SCS: Institute for Software Research,3
17-802,Societal Computing Pre-Thesis,SCS: Institute for Software Research,6
17-808,Software Engineering Research,SCS: Institute for Software Research,12
17-994,Societal Computing Practicum,SCS: Institute for Software Research,9
11-324,Human Language for Artificial Intelligence,SCS: Language Technologies Institute,12
11-344,Machine Learning in Practice,SCS: Language Technologies Institute,12
11-390,LTI Minor Project - Juniors,SCS: Language Technologies Institute,12
11-411,Natural Language Processing,SCS: Language Technologies Institute,12
11-441,Machine Learning for Text Mining,SCS: Language Technologies Institute,9
11-485,Introduction to Deep Learning,SCS: Language Technologies Institute,9
11-442,Search Engines,SCS: Language Technologies Institute,9
11-490,LTI Minor Project - Seniors,SCS: Language Technologies Institute,12
11-492,Speech Processing,SCS: Language Technologies Institute,12
11-590,LTI Minor Project - Advanced,SCS: Language Technologies Institute,12
11-624,Human Language for Artificial Intelligence,SCS: Language Technologies Institute,12
11-601,Coding Boot Camp,SCS: Language Technologies Institute,12
11-611,Natural Language Processing,SCS: Language Technologies Institute,12
11-631,Data Science Seminar,SCS: Language Technologies Institute,12
11-632,Data Science Capstone,SCS: Language Technologies Institute,12
11-635,Data Science Capstone Research,SCS: Language Technologies Institute,12
11-641,Machine Learning for Text Mining,SCS: Language Technologies Institute,12
11-654,TBA,SCS: Language Technologies Institute,12
11-642,Search Engines,SCS: Language Technologies Institute,12
11-651,TBA,SCS: Language Technologies Institute,12
11-663,Applied Machine Learning,SCS: Language Technologies Institute,12
11-692,Speech Processing,SCS: Language Technologies Institute,12
11-661,Language & Statistics,SCS: Language Technologies Institute,12
11-700,LTI Colloquium,SCS: Language Technologies Institute,6
11-723,Linguistics Lab,SCS: Language Technologies Institute,6
11-711,Algorithms for NLP,SCS: Language Technologies Institute,12
11-716,Graduate Seminar on Dialog Processing,SCS: Language Technologies Institute,6
11-724,Human Language for Artificial Intelligence,SCS: Language Technologies Institute,12
11-731,Machine Translation and Sequence-to-Sequence Models,SCS: Language Technologies Institute,12
11-726,Meaning in Language Lab (Self Paced),SCS: Language Technologies Institute,6
11-736,Graduate Seminar on Endangered Languages,SCS: Language Technologies Institute,6
11-741,Machine Learning for Text Mining,SCS: Language Technologies Institute,12
11-743,Self-Paced Lab: IR,SCS: Language Technologies Institute,6
11-751,Speech Recognition and Understanding,SCS: Language Technologies Institute,12
11-755,Machine Learning for Signal Processing,SCS: Language Technologies Institute,12
11-761,Language & Statistics,SCS: Language Technologies Institute,12
11-777,Multimodal Machine Learning,SCS: Language Technologies Institute,12
11-785,Introduction to Deep Learning,SCS: Language Technologies Institute,12
11-792,Intelligent Information Systems Project,SCS: Language Technologies Institute,12
11-831,Self-Paced Computational Ethics Lab,SCS: Language Technologies Institute,6
11-927,MIIS Capstone Project,SCS: Language Technologies Institute,36
10-301,Introduction to Machine Learning (Undergrad),SCS: Machine Learning,12
10-315,Introduction to Machine Learning (SCS Majors),SCS: Machine Learning,12
10-417,Intermediate Deep Learning,SCS: Machine Learning,12
10-418,Machine Learning for Structured Data,SCS: Machine Learning,12
10-601,Introduction to Machine Learning (Master's),SCS: Machine Learning,12
10-617,Intermediate Deep Learning,SCS: Machine Learning,12
10-618,Machine Learning for Structured Data,SCS: Machine Learning,12
10-701,Introduction to Machine Learning (PhD),SCS: Machine Learning,12
10-703,Deep Reinforcement Learning & Control,SCS: Machine Learning,12
10-718,Data Analysis,SCS: Machine Learning,12
10-715,Advanced Introduction to Machine Learning,SCS: Machine Learning,12
10-725,TBA,SCS: Machine Learning,12
10-737,Creative AI,SCS: Machine Learning,12
10-745,Scalability in Machine Learning,SCS: Machine Learning,12
16-161,ROB Freshman Seminar: Artificial Intelligence and Humanity,SCS: Robotics,9
16-223,IDeATe Portal: Creative Kinetic Systems,SCS: Robotics,10
16-362,Mobile Robot Algorithms Laboratory,SCS: Robotics,12
16-375,IDeATe: Robotics for Creative Practice,SCS: Robotics,10
16-384,Robot Kinematics and Dynamics,SCS: Robotics,12
16-450,Robotics Systems Engineering,SCS: Robotics,12
16-385,Computer Vision,SCS: Robotics,12
16-622,MSCV Capstone,SCS: Robotics,12
16-642,"Manipulation, Estimation, and Control",SCS: Robotics,12
16-665,"Robot Mobility on Air, Land, & Sea",SCS: Robotics,12
16-682,TBA,SCS: Robotics,15
16-650,Systems Engineering and Management for Robotics,SCS: Robotics,12
16-741,Mechanics of Manipulation,SCS: Robotics,12
16-698,Advanced Topics in Robotics Business,SCS: Robotics,9
16-722,Sensing and Sensors,SCS: Robotics,12
16-720,Computer Vision,SCS: Robotics,12
16-782,Planning and Decision-making in Robotics,SCS: Robotics,12
16-748,Underactuated Robots,SCS: Robotics,12
16-791,Applied Data Science,SCS: Robotics,12
16-811,Mathematical Fundamentals for Robotics,SCS: Robotics,12
16-822,Geometry-based Methods in Vision,SCS: Robotics,12
16-833,Robot Localization and Mapping,SCS: Robotics,12
16-831,Statistical Techniques in Robotics,SCS: Robotics,12
16-845,Insects and Robots,SCS: Robotics,12
16-861,Mobile Robot Development,SCS: Robotics,12
16-867,Human Robot Interaction,SCS: Robotics,12
16-883,Special Topics: Provably Safe Robotics,SCS: Robotics,12
16-868,Biomechanics & Motor Control,SCS: Robotics,12
16-884,Special Topic: Engineering a Robotics Startup,SCS: Robotics,6
16-897,Seminar on Robotics,SCS: Robotics,0
16-899,Nuclear Robots,SCS: Robotics,12
88-050,Study Abroad,Social & Decision Sciences,0
88-120,"Reason, Passion and Cognition",Social & Decision Sciences,9
88-150,Managing Decisions,Social & Decision Sciences,9
88-251,Empirical Research Methods,Social & Decision Sciences,9
88-230,Human Intelligence and Human Stupidity,Social & Decision Sciences,9
88-275,Bubbles: Data Science for Human Minds,Social & Decision Sciences,9
88-281,Topics in Law: 1st Amendment,Social & Decision Sciences,9
88-302,Behavioral Decision Making,Social & Decision Sciences,9
88-365,Behavioral Economics and Public Policy,Social & Decision Sciences,9
88-367,Behavioral Economics in the Wild,Social & Decision Sciences,9
88-406,Behavioral Economics @ Work,Social & Decision Sciences,9
88-411,Rise of the Asian Economies,Social & Decision Sciences,9
88-418,Domestic Negotiation,Social & Decision Sciences,9
88-453,"Behavioral Economics, Policy, and Organizations Capstone",Social & Decision Sciences,9
88-452,Policy Analysis Senior Project,Social & Decision Sciences,12
88-702,Behavioral Economics,Social & Decision Sciences,12
88-718,Large-scale Social Phenomena,Social & Decision Sciences,12
88-900,Graduate Research Seminar I,Social & Decision Sciences,6
88-951,Dissertation,Social & Decision Sciences,36
36-050,Study Abroad,Statistics and Data Science,0
36-200,Reasoning with Data,Statistics and Data Science,9
36-208,Regression Analysis,Statistics and Data Science,9
36-218,Probability Theory for Computer Scientists,Statistics and Data Science,9
36-202,Methods for Statistics & Data Science,Statistics and Data Science,9
36-220,Engineering Statistics and Quality Control,Statistics and Data Science,9
36-225,Introduction to Probability Theory,Statistics and Data Science,9
36-290,Introduction to Statistical Research Methodology,Statistics and Data Science,9
36-309,Experimental Design for Behavioral & Social Sciences,Statistics and Data Science,9
36-350,Statistical Computing,Statistics and Data Science,9
36-311,Statistical Analysis of Networks,Statistics and Data Science,9
36-315,Statistical Graphics and Visualization,Statistics and Data Science,9
36-401,Modern Regression,Statistics and Data Science,9
36-468,Special Topics: Text Analysis,Statistics and Data Science,9
36-462,Special Topics: Data Mining,Statistics and Data Science,9
36-490,Undergraduate Research,Statistics and Data Science,9
36-497,Corporate Capstone Project,Statistics and Data Science,9
36-601,Perspectives in Data Science I,Statistics and Data Science,6
36-607,Modern Regression,Statistics and Data Science,9
36-611,Professional Skills for Statisticians I,Statistics and Data Science,6
36-617,Applied Linear Models,Statistics and Data Science,12
36-650,Statistical Computing,Statistics and Data Science,9
36-661,Special Topics:  Statistical Methods in Epidemiology,Statistics and Data Science,9
36-668,Special Topics: Text Analysis,Statistics and Data Science,9
36-662,Special Topics:  Data Mining,Statistics and Data Science,9
36-699,Statistical Immigration,Statistics and Data Science,3
36-700,Probability and Mathematical Statistics,Statistics and Data Science,12
36-707,Regression Analysis,Statistics and Data Science,12
36-705,Intermediate Statistics,Statistics and Data Science,12
36-710,Advanced Statistical Theory,Statistics and Data Science,12
36-727,Modern Experimental Design,Statistics and Data Science,6
36-733,Probability Models and Stochastic Processes,Statistics and Data Science,6
36-741,Statistical Methodology I,Statistics and Data Science,6
36-742,Statistical Methodology II,Statistics and Data Science,6
36-743,Classical Topics in Multiple Testing,Statistics and Data Science,6
36-750,Statistical Computing,Statistics and Data Science,9
36-744,Modern Topics in Multiple Testing,Statistics and Data Science,6
36-749,Experimental Design for Behavioral and Social Sciences,Statistics and Data Science,12
36-759,Statistical Models of the Brain,Statistics and Data Science,12
36-764,Teaching Statistics,Statistics and Data Science,3
36-778,Advanced Statistical Theory II,Statistics and Data Science,6
36-777,Advanced Topics in Statistical Theory I,Statistics and Data Science,6
36-795,Interdisciplinary Applied Research,Statistics and Data Science,12
98-003,Student Taught Courses (StuCo): Introduction to Sketch Comedy,StuCo (Student Led Courses),3
98-012,Student Taught Courses (StuCo): Fun with Robots,StuCo (Student Led Courses),3
98-000,Student Taught Courses (StuCo): Teaching Practicum,StuCo (Student Led Courses),3
98-127,Student Taught Courses (StuCo): Game Creation for Ppl Who Want to Create Games,StuCo (Student Led Courses),3
98-128,Student Taught Courses (StuCo): Fundamentals of Improv Comedy,StuCo (Student Led Courses),3
98-218,Student Taught Courses (StuCo): Fun With Python,StuCo (Student Led Courses),3
98-205,Student Taught Courses (StuCo): Introduction to Minecraft,StuCo (Student Led Courses),3
98-182,Student Taught Courses (StuCo): Billiard Games: From Noob to Pro,StuCo (Student Led Courses),3
98-230,Student Taught Courses (StuCo): Avatar: The Last Airbender & The Legend of Korra,StuCo (Student Led Courses),3
98-244,Student Taught Courses (StuCo): Sign Language Through Pop Music,StuCo (Student Led Courses),3
98-242,Student Taught Courses (StuCo): Intro to Esoteric Programming Languages,StuCo (Student Led Courses),3
98-247,Student Taught Courses (StuCo): Becoming a Hogwarts Student,StuCo (Student Led Courses),3
98-251,Student Taught Courses (StuCo): Principles of Racecar Engineering,StuCo (Student Led Courses),3
98-269,Student Taught Courses (StuCo): Intro to Sabermetrics & Exploring Baseball Data,StuCo (Student Led Courses),3
98-275,Student Taught Courses (StuCo): Marvel Film and Media Studies,StuCo (Student Led Courses),3
98-262,Student Taught Courses (StuCo): Intro to Boardgames,StuCo (Student Led Courses),3
98-279,"Student Taught Courses (StuCo): Lights, Camera, Architecture",StuCo (Student Led Courses),3
98-291,Student Taught Courses (StuCo): Android Development,StuCo (Student Led Courses),3
98-295,Student Taught Courses (StuCo): Lock Picking and Physical Security,StuCo (Student Led Courses),3
98-288,Student Taught Courses (StuCo): Star Wars: The Course Awakens,StuCo (Student Led Courses),3
98-296,Student Taught Courses (StuCo): The Doctor WhoCo,StuCo (Student Led Courses),3
98-300,Student Taught Courses (StuCo): Elementary Cantonese,StuCo (Student Led Courses),3
98-303,Student Taught Courses (StuCo): Introduction to Freestyle Rap,StuCo (Student Led Courses),3
98-317,Student Taught Courses (StuCo): Hype for Types,StuCo (Student Led Courses),3
98-319,Student Taught Courses (StuCo): Game of Thrones,StuCo (Student Led Courses),3
98-329,Student Taught Courses (StuCo): Civilization V: Understanding Civilizations,StuCo (Student Led Courses),3
98-330,Student Taught Courses (StuCo): Fundamentals of Personal Development,StuCo (Student Led Courses),3
98-335,Student Taught Courses (StuCo): Introduction to Glowstringing/Poi,StuCo (Student Led Courses),3
98-331,Student Taught Courses (StuCo): Animation and Video Editing,StuCo (Student Led Courses),3
98-339,Student Taught Courses (StuCo): Introduction to Slacklining,StuCo (Student Led Courses),3
98-347,Student Taught Courses (StuCo): Introduction to Names,StuCo (Student Led Courses),3
98-348,Student Taught Courses (StuCo): Introduction to Old Icelandic,StuCo (Student Led Courses),3
98-349,Student Taught Courses (StuCo): Design and Analysis of Logic Puzzle Games,StuCo (Student Led Courses),3
98-350,Student Taught Courses (StuCo): Introduction to Bridge,StuCo (Student Led Courses),3
98-351,Student Taught Courses (StuCo): Developing Speed-Power Athletes,StuCo (Student Led Courses),3
98-352,Student Taught Courses (StuCo): Introduction to Star Trek,StuCo (Student Led Courses),3
98-354,Student Taught Courses (StuCo): Qur'anic Stories,StuCo (Student Led Courses),3
98-353,Student Taught Courses(StuCo): Intro to Qur'an Recitation,StuCo (Student Led Courses),3
98-355,Student Taught Courses(StuCo): Conversational Arabic for Non-Native Speakers,StuCo (Student Led Courses),3
98-357,Student Taught Courses(StuCo): Introduction to Pakistan and its Culture,StuCo (Student Led Courses),3
98-358,"Student Taught Courses(StuCo): Controversies: Think, Speak, and Listen",StuCo (Student Led Courses),3
45-700,Financial and Managerial Accounting I,Tepper School of Business,6
45-710,Managerial Economics,Tepper School of Business,6
45-711,Global Economics,Tepper School of Business,6
45-720,Finance I,Tepper School of Business,6
45-730,Marketing Management,Tepper School of Business,6
45-740,Managing People and Teams,Tepper School of Business,6
45-742,Managing Teams,Tepper School of Business,6
45-745,Ethics and Leadership,Tepper School of Business,6
45-747,Accelerate Leadership Assessment,Tepper School of Business,0
45-748,Accelerate Leadership Feedback,Tepper School of Business,0
45-749,Leadership Immersion Workshop,Tepper School of Business,0
45-750,Probability and Statistics,Tepper School of Business,6
45-751,Optimization,Tepper School of Business,6
45-760,Operations Management,Tepper School of Business,6
45-770,Corporate Strategy,Tepper School of Business,6
45-790,Management Presentations,Tepper School of Business,6
45-800,Corporate Financial Reporting,Tepper School of Business,6
45-801,Financial Statement Analysis,Tepper School of Business,6
45-805,Lean Entrepreneurship,Tepper School of Business,6
45-807,Commercialization and Innovation: Strategy,Tepper School of Business,6
45-817,Entrepreneurship Through Acquisition,Tepper School of Business,6
45-820,Finance II,Tepper School of Business,6
45-821,Investment Analysis,Tepper School of Business,6
45-822,Corporate Finance,Tepper School of Business,6
45-823,Options,Tepper School of Business,6
45-831,Pricing Strategy,Tepper School of Business,6
45-840,Negotiations,Tepper School of Business,6
45-842,Organizational Learning and Strategic Managment,Tepper School of Business,6
45-850,Applications of Operations Research,Tepper School of Business,6
45-861,Six Sigma Tools and Techniques,Tepper School of Business,6
45-863,Risk Analytics,Tepper School of Business,6
45-871,Trade & Investment Strategy,Tepper School of Business,6
45-875,Government and Business,Tepper School of Business,6
45-881,Modern Data Management,Tepper School of Business,6
45-884,Mining Unstructured Data Section,Tepper School of Business,6
45-882,Digital Marketing and Social Media Strategy,Tepper School of Business,6
45-888,Intro to Human Computer Interaction for Technology Executives,Tepper School of Business,6
45-890,Consulting and Conflict Resolution,Tepper School of Business,6
45-895,Acting for Business I,Tepper School of Business,6
45-892,Executive Communication Skills,Tepper School of Business,6
45-896,Acting for Business II,Tepper School of Business,6
45-905,Funding Early Stage Ventures,Tepper School of Business,6
45-907,Commercialization and Innovation: Workshop,Tepper School of Business,6
45-908,Marketing for Entrepreneurship,Tepper School of Business,6
45-917,Entrepreneurship Through Acquisition Workshop,Tepper School of Business,6
45-932,Customer-Driven Strategies and Services,Tepper School of Business,6
45-933,Marketing Communication for Consumer Brands,Tepper School of Business,6
45-923,Financial Regulation,Tepper School of Business,6
45-934,Interactive Marketing,Tepper School of Business,6
45-941,Evidence-Based Management,Tepper School of Business,6
45-949,Organizational Behavior Capstone,Tepper School of Business,12
45-943,Managing Intellectual Capital & Knowledge,Tepper School of Business,6
45-951,Business Networks,Tepper School of Business,6
45-964,Real Options,Tepper School of Business,6
45-965,Service Management:  Go-to-Market Strataegy and Operations,Tepper School of Business,6
45-980,Big Data,Tepper School of Business,6
45-990,Management Game,Tepper School of Business,12
45-991,Strategic Management of the Enterprise,Tepper School of Business,12
45-995,Energy Business Project,Tepper School of Business,12
45-997,Independent Study,Tepper School of Business,6
45-998,Independent Study,Tepper School of Business,12
45-999,Internship Practicum,Tepper School of Business,3
46-700,Managerial Economics (MSIN),Tepper School of Business,6
46-701,Business Management(MSIN),Tepper School of Business,3
46-740,Managing People and Teams,Tepper School of Business,6
46-751,Accelerate Leadership,Tepper School of Business,0
46-800,Research Practicum,Tepper School of Business,0
46-752,MSPM Capstone Project,Tepper School of Business,12
46-830,Business Fundamentals,Tepper School of Business,6
46-880,Introduction to Probabilty and Statistics,Tepper School of Business,6
46-893,Operations and Supply Chain Analytics,Tepper School of Business,6
46-881,Programming in R and Python,Tepper School of Business,6
46-894,Analytical Marketing,Tepper School of Business,6
46-899,MSBA Capstone,Tepper School of Business,12
46-901,Financial Computing I,Tepper School of Business,6
46-904,Financial Computing IV,Tepper School of Business,6
46-906,MSCF Business Communication I,Tepper School of Business,3
46-915,Advanced Derivative Models,Tepper School of Business,6
46-921,Financial Data Science I,Tepper School of Business,6
46-923,Financial Data Science II,Tepper School of Business,6
46-926,Machine Learning I,Tepper School of Business,6
46-929,Financial Time Series Analysis,Tepper School of Business,6
46-941,Multi Period Asset Pricing,Tepper School of Business,6
46-950,Numerical Methods,Tepper School of Business,6
46-955,Risk Management II,Tepper School of Business,6
46-956,Fixed Income,Tepper School of Business,6
46-972,MSCF Investments,Tepper School of Business,6
46-973,MSCF Options,Tepper School of Business,6
46-975,Macroeconomics for Computational Finance,Tepper School of Business,6
46-976,Financial Optimization,Tepper School of Business,6
46-977,MSCF Studies in Financial Engineering,Tepper School of Business,6
46-979,Asset Management,Tepper School of Business,6
46-980,MSCF Trading Competition,Tepper School of Business,0
46-982,Market Microstructure and Algorithmic Trading,Tepper School of Business,6
46-983,Machine Learning III: Deep Learning,Tepper School of Business,6
47-710,Seminar in Accounting,Tepper School of Business,6
47-715,Topics in Financial Accounting Research,Tepper School of Business,6
47-718,Accounting and Information Economics I,Tepper School of Business,6
47-723,Seminar in Finance III (Financial Institutions & Markets),Tepper School of Business,6
47-719,Accounting and Information Economics II,Tepper School of Business,6
47-757,Structural Models & Quantitative Methods,Tepper School of Business,6
47-760,Foundations of Operations Management,Tepper School of Business,6
47-769,Energy Merchant Operations,Tepper School of Business,6
47-774,Advanced Stochastic Analysis and Applications I,Tepper School of Business,6
47-775,Advanced Stochastic Analysis and Applications II,Tepper School of Business,6
47-780,Mathematics for Economists,Tepper School of Business,6
47-801,Microeconomics II,Tepper School of Business,6
47-800,Microeconomics I,Tepper School of Business,6
47-802,Macroeconomics I,Tepper School of Business,6
47-803,Dynamic Competitive Analysis,Tepper School of Business,6
47-811,Econometrics I,Tepper School of Business,6
47-812,Econometrics II,Tepper School of Business,6
47-818,Economics of Contracts,Tepper School of Business,6
47-834,Linear Programming,Tepper School of Business,6
47-836,Advanced Graph Theory,Tepper School of Business,6
47-835,Graph Theory,Tepper School of Business,6
47-881,Seminar in Electricity Market Restructuring,Tepper School of Business,6
47-892,Seminar in Organizational Behavior (Macro),Tepper School of Business,6
47-896,Seminar in Meso OB,Tepper School of Business,6
47-958,Economining I,Tepper School of Business,6
47-990,Sem. in Strategic Mgmt:Core Strategy Research/Implications for Teaching Strategy,Tepper School of Business,6
